Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Team
Jack Harrison,eng ENG,FW,28-300,3,0,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds-United
James Justin,eng ENG,DF,27-205,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds-United
Sam Byram,eng ENG,DF,32-000,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds-United
Jaka Bijol,si SVN,"DF,MF",26-223,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leeds-United
Sebastiaan Bornauw,be BEL,DF,26-178,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leeds-United
Illan Meslier,fr FRA,GK,25-198,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leeds-United
Largie Ramazani,be BEL,"FW,MF",24-201,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leeds-United
Squad Total,,,26.6,4,44,360.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,3.7,2.9,2.3,5.2,60.0,109.0,108.0,0.25,0.0,0.25,0.0,0.0,0.91,0.57,1.48,0.74,1.31,,Leeds-United
Opponent Total,,,27.2,4,44,360.0,4.0,5.0,4.0,9.0,4.0,1.0,1.0,4.0,0.0,4.8,4.0,2.7,6.7,74.0,164.0,161.0,1.25,1.0,2.25,1.0,2.0,1.2,0.68,1.88,1.0,1.68,,Leeds-United
Martin Dúbravka,sk SVK,GK,36-244,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley
Quilindschy Hartman,nl NED,DF,23-306,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,1.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,Burnley
Kyle Walker,eng ENG,DF,35-111,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley
Jaidon Anthony,eng ENG,"MF,FW",25-289,4,4,352.0,3.9,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.7,1.7,0.2,1.9,6.0,8.0,17.0,0.51,0.26,0.77,0.51,0.77,0.43,0.04,0.47,0.43,0.47,Matches,Burnley
Hjalmar Ekdal,se SWE,DF,26-330,4,4,352.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,Matches,Burnley
Maxime Estève,fr FRA,DF,23-113,4,4,352.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Burnley
Lyle Foster,za RSA,FW,25-013,4,4,333.0,3.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.4,1.1,3.0,3.0,19.0,0.27,0.0,0.27,0.27,0.27,0.2,0.1,0.3,0.2,0.3,Matches,Burnley
Josh Cullen,ie IRL,MF,29-162,4,4,332.0,3.7,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.8,2.0,17.0,2.0,0.27,0.27,0.54,0.27,0.54,0.02,0.2,0.22,0.02,0.22,Matches,Burnley
Lesley Ugochukwu,fr FRA,MF,21-174,4,3,254.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1,0.1,0.0,0.1,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03,Matches,Burnley
Hannibal Mejbri,tn TUN,MF,22-238,4,3,236.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,4.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13,Matches,Burnley
Josh Laurent,eng ENG,"MF,DF",30-133,4,2,189.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.14,0.05,0.14,Matches,Burnley
Jacob Bruun Larsen,dk DEN,"FW,MF",26-362,3,2,177.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,1.0,4.0,13.0,0.0,0.51,0.51,0.0,0.51,0.03,0.31,0.34,0.03,0.34,Matches,Burnley
Loum Tchaouna,fr FRA,MF,22-008,4,1,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.17,0.09,0.25,0.17,0.25,Matches,Burnley
Oliver Sonne,pe PER,"DF,FW",24-310,3,1,104.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,Burnley
Florentino Luís,pt POR,MF,26-028,1,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley
Zian Flemming,nl NED,FW,27-046,2,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.32,Matches,Burnley
Joe Worrall,eng ENG,DF,28-249,3,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley
Marcus Edwards,eng ENG,FW,26-287,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley
Armando Broja,al ALB,FW,24-006,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley
Bashir Humphreys,eng ENG,DF,22-185,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Burnley
Lucas,br BRA,DF,24-176,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Burnley
Aaron Ramsey,eng ENG,MF,22-238,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Burnley
Max Weiß,de GER,GK,21-093,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Burnley
Squad Total,,,27.3,4,44,360.0,4.0,4.0,3.0,7.0,4.0,0.0,0.0,7.0,1.0,3.2,3.2,2.5,5.8,28.0,89.0,88.0,1.0,0.75,1.75,1.0,1.75,0.81,0.63,1.44,0.81,1.44,,Burnley
Opponent Total,,,25.9,4,44,360.0,4.0,6.0,4.0,10.0,4.0,2.0,2.0,4.0,0.0,9.2,7.7,6.5,14.2,122.0,209.0,207.0,1.5,1.0,2.5,1.0,2.0,2.3,1.64,3.94,1.92,3.56,,Burnley
Jarrod Bowen,eng ENG,FW,28-270,4,4,360.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.8,1.3,14.0,8.0,32.0,0.25,0.0,0.25,0.25,0.25,0.12,0.21,0.33,0.12,0.33,Matches,West-Ham-United
El Hadji Malick Diouf,sn SEN,DF,20-262,4,4,360.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.7,6.0,7.0,19.0,0.0,0.5,0.5,0.0,0.5,0.04,0.13,0.18,0.04,0.18,Matches,West-Ham-United
Mads Hermansen,dk DEN,GK,25-067,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West-Ham-United
Max Kilman,eng ENG,DF,28-116,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.11,0.1,0.11,Matches,West-Ham-United
Lucas Paquetá,br BRA,"MF,FW",28-020,4,4,337.0,3.7,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.4,0.6,0.1,0.8,2.0,26.0,13.0,0.53,0.0,0.53,0.27,0.27,0.38,0.03,0.41,0.17,0.2,Matches,West-Ham-United
James Ward-Prowse,eng ENG,MF,30-319,4,4,323.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.8,1.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.2,0.23,0.03,0.23,Matches,West-Ham-United
Tomáš Souček,cz CZE,MF,30-201,4,3,232.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.0,0.2,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,West-Ham-United
Niclas Füllkrug,de GER,FW,32-219,3,3,198.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.13,0.08,0.21,0.13,0.21,Matches,West-Ham-United
Kyle Walker-Peters,eng ENG,DF,28-156,3,2,201.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,4.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,West-Ham-United
Nayef Aguerd,ma MAR,DF,29-170,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,West-Ham-United
Konstantinos Mavropanos,gr GRE,DF,27-279,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,West-Ham-United
Aaron Wan-Bissaka,cd COD,DF,27-294,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,5.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,West-Ham-United
Mateus Fernandes,pt POR,"FW,MF",21-068,2,2,141.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,3.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.0,0.34,Matches,West-Ham-United
Jean-Clair Todibo,fr FRA,DF,25-260,2,2,126.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West-Ham-United
Guido Rodríguez,ar ARG,MF,31-157,1,1,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,West-Ham-United
Crysencio Summerville,nl NED,FW,23-321,2,1,69.0,0.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,3.0,6.0,0.0,1.3,1.3,0.0,1.3,0.0,0.09,0.09,0.0,0.09,Matches,West-Ham-United
Callum Wilson,eng ENG,FW,33-201,4,0,115.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1,1.1,0.0,1.1,1.0,1.0,5.0,0.78,0.0,0.78,0.78,0.78,0.85,0.03,0.89,0.85,0.89,Matches,West-Ham-United
Freddie Potts,eng ENG,MF,22-004,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West-Ham-United
Luis Guilherme,br BRA,FW,19-219,1,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West-Ham-United
Soungoutou Magassa,fr FRA,MF,21-343,1,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West-Ham-United
Andy Irving,sct SCO,MF,25-126,3,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.16,Matches,West-Ham-United
Edson Álvarez,mx MEX,"DF,MF",27-327,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West-Ham-United
Alphonse Areola,fr FRA,GK,32-201,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West-Ham-United
Łukasz Fabiański,pl POL,GK,40-151,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West-Ham-United
Igor,br BRA,DF,27-221,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West-Ham-United
Callum Marshall,nir NIR,FW,20-292,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West-Ham-United
Oliver Scarles,eng ENG,MF,19-278,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West-Ham-United
Squad Total,,,27.5,4,44,360.0,4.0,4.0,3.0,7.0,3.0,1.0,1.0,1.0,1.0,4.3,3.5,3.2,6.8,44.0,121.0,119.0,1.0,0.75,1.75,0.75,1.5,1.08,0.8,1.89,0.89,1.69,,West-Ham-United
Opponent Total,,,25.2,4,44,360.0,4.0,11.0,9.0,20.0,11.0,0.0,0.0,2.0,0.0,5.5,5.5,4.6,10.1,78.0,155.0,153.0,2.75,2.25,5.0,2.75,5.0,1.36,1.16,2.52,1.36,2.52,,West-Ham-United
Tyrone Mings,eng ENG,DF,32-187,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.3,1.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches,Aston-Villa
Morgan Rogers,eng ENG,"FW,MF",23-052,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,6.0,13.0,23.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13,Matches,Aston-Villa
Ollie Watkins,eng ENG,FW,29-260,4,4,352.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.4,1.5,8.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.28,0.09,0.37,0.28,0.37,Matches,Aston-Villa
Matty Cash,pl POL,DF,28-040,4,4,343.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.4,0.4,3.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches,Aston-Villa
John McGinn,sct SCO,"FW,MF",30-333,4,4,319.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,4.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.01,0.2,0.21,0.01,0.21,Matches,Aston-Villa
Youri Tielemans,be BEL,MF,28-132,4,4,315.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,8.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,Matches,Aston-Villa
Lucas Digne,fr FRA,DF,32-058,4,3,251.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,2.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Aston-Villa
Ezri Konsa,eng ENG,DF,27-328,3,3,245.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Aston-Villa
Marco Bizot,nl NED,GK,34-190,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Aston-Villa
Emiliano Martínez,ar ARG,GK,33-014,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Aston-Villa
Amadou Onana,be BEL,MF,24-031,2,2,153.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches,Aston-Villa
Boubacar Kamara,fr FRA,"MF,DF",25-297,2,2,105.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,Aston-Villa
Emi Buendía,ar ARG,"MF,FW",28-265,3,1,174.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.6,7.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.33,0.16,0.33,Matches,Aston-Villa
Donyell Malen,nl NED,"FW,MF",26-250,4,1,124.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,2.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,Matches,Aston-Villa
Ian Maatsen,nl NED,DF,23-190,2,1,114.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,2.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.12,0.14,0.26,0.12,0.26,Matches,Aston-Villa
Pau Torres,es ESP,DF,28-243,2,1,107.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,5.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,Aston-Villa
Evann Guessand,ci CIV,"FW,MF",24-077,3,1,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,Aston-Villa
Lamare Bogarde,nl NED,MF,21-254,3,1,102.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Aston-Villa
Harvey Elliott,eng ENG,"MF,FW",22-165,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Aston-Villa
Bradley Paul Burrowes,eng ENG,DF,17-196,1,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Aston-Villa
Victor Lindelöf,se SWE,MF,31-061,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Aston-Villa
Samuel Iling-Junior,eng ENG,DF,21-347,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston-Villa
Jamaldeen Jimoh,eng ENG,MF,18-349,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston-Villa
Travis Patterson,eng ENG,DF,19-345,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston-Villa
Sam Proctor,eng ENG,GK,18-269,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston-Villa
Triston Rowe,eng ENG,DF,19-121,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston-Villa
Jadon Sancho,eng ENG,"FW,MF",25-175,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston-Villa
James Wright,eng ENG,GK,20-288,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston-Villa
Squad Total,,,28.5,4,44,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,2.9,2.9,2.5,5.4,58.0,164.0,161.0,0.0,0.0,0.0,0.0,0.0,0.73,0.62,1.35,0.73,1.35,,Aston-Villa
Opponent Total,,,27.3,4,44,360.0,4.0,4.0,1.0,5.0,3.0,1.0,1.0,8.0,0.0,7.3,6.5,5.7,12.2,73.0,130.0,129.0,1.0,0.25,1.25,0.75,1.0,1.82,1.43,3.25,1.62,3.06,,Aston-Villa
Emmanuel Agbadou,ci CIV,DF,28-091,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,1.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,Matches,Wolverhampton-Wanderers
João Gomes,br BRA,MF,24-216,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.2,2.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,Wolverhampton-Wanderers
Toti Gomes,pt POR,DF,26-243,4,4,318.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,Wolverhampton-Wanderers
Marshall Munetsi,zw ZIM,FW,29-086,4,3,295.0,3.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,0.6,2.0,6.0,7.0,0.0,0.31,0.31,0.0,0.31,0.04,0.13,0.18,0.04,0.18,Matches,Wolverhampton-Wanderers
José Sá,pt POR,GK,32-242,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Wolverhampton-Wanderers
André,br BRA,MF,24-062,4,3,244.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolverhampton-Wanderers
Hugo Bueno,es ESP,"MF,DF",22-363,4,2,229.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,11.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.02,0.12,0.14,0.02,0.14,Matches,Wolverhampton-Wanderers
Matt Doherty,ie IRL,DF,33-243,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolverhampton-Wanderers
Hwang Hee-chan,kr KOR,FW,29-233,4,2,173.0,1.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,1.0,0.0,5.0,0.52,0.0,0.52,0.52,0.52,0.29,0.02,0.31,0.29,0.31,Matches,Wolverhampton-Wanderers
Jean-Ricner Bellegarde,ht HAI,"FW,MF",27-081,4,2,169.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.3,4.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.14,0.07,0.14,Matches,Wolverhampton-Wanderers
Jhon Arias,co COL,FW,27-360,4,2,161.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,3.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.12,0.03,0.15,0.12,0.15,Matches,Wolverhampton-Wanderers
Jørgen Strand Larsen,no NOR,FW,25-222,2,2,158.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.28,0.28,Matches,Wolverhampton-Wanderers
David Møller Wolfe,no NOR,MF,23-146,3,2,131.0,1.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,3.0,2.0,7.0,0.0,0.69,0.69,0.0,0.69,0.0,0.18,0.18,0.0,0.18,Matches,Wolverhampton-Wanderers
